Carat,Cut,Crown Height (mm),Girdle Diameter (mm),Pavillion Depth (mm),Table %,Total Depth %,Clarity,Color,Price
0.56,Very Good,5.42,5.45,3.18,59.0,58.5,SI1,E,1785
0.58,Very Good,5.37,5.46,3.26,58.0,60.2,SI1,D,1785
0.72,Excellent,5.74,5.77,3.57,58.0,62.0,SI1,J,1785
0.61,Good,5.47,5.52,3.3,61.0,60.2,VS1,G,1785
0.81,Excellent,5.94,5.9,3.64,60.0,61.5,SI2,I,1786
0.55,Excellent,5.26,5.32,3.2,58.0,60.5,VS2,E,1786
0.55,Ideal,5.29,5.32,3.27,55.0,61.6,VS1,G,1786
0.55,Ideal,5.29,5.32,3.23,55.0,60.9,VS1,G,1786
0.55,Very Good,5.27,5.29,3.24,57.0,61.4,VS2,E,1786
0.55,Very Good,5.25,5.3,3.27,57.0,62.0,VS1,G,1786
0.55,Very Good,5.25,5.28,3.24,56.0,61.5,VS2,E,1786
0.53,Ideal,5.27,5.28,3.21,56.0,60.9,VS2,E,1786
0.64,Good,5.47,5.53,3.4,60.3,61.8,VS1,H,1786
0.54,Excellent,5.31,5.29,3.21,60.0,60.6,VVS2,H,1786
0.54,Excellent,5.35,5.29,3.16,57.0,59.4,VS2,F,1786
0.54,Excellent,5.36,5.29,3.17,58.0,59.5,VS2,F,1786
0.54,Ideal,5.32,5.26,3.19,55.0,60.3,VS2,F,1786
0.54,Ideal,5.31,5.28,3.18,56.0,60.1,VS2,F,1786
0.54,Ideal,5.25,5.2,3.21,57.0,61.4,VS2,F,1786
0.54,Ideal,5.24,5.21,3.25,57.0,62.2,VS2,F,1786
0.54,Excellent,5.29,5.22,3.25,58.0,61.8,VS2,F,1786
0.54,Ideal,5.2,5.17,3.23,56.0,62.3,VS2,F,1786
0.54,Ideal,5.31,5.25,3.21,57.0,60.8,SI1,D,1786
0.54,Ideal,5.3,5.27,3.21,56.0,60.7,SI1,D,1786
0.54,Ideal,5.25,5.21,3.25,56.0,62.1,SI1,D,1786
0.54,Excellent,5.24,5.22,3.16,60.0,60.4,SI1,D,1786
0.54,Excellent,5.25,5.22,3.25,56.0,62.1,SI1,D,1786
0.54,Ideal,5.25,5.23,3.22,56.0,61.5,SI1,D,1786
0.54,Excellent,5.24,5.21,3.24,55.0,62.0,SI1,D,1786
0.54,Excellent,5.23,5.21,3.24,58.0,62.1,SI1,D,1786
0.54,Ideal,5.23,5.19,3.25,57.0,62.4,SI1,D,1786
0.54,Ideal,5.22,5.17,3.27,57.0,62.9,SI1,D,1786
0.54,Very Good,5.21,5.17,3.28,55.0,63.2,VS2,D,1786
0.9,Fair,5.96,5.88,3.98,60.0,67.2,I1,I,1786
0.5,Ideal,5.11,5.15,3.15,56.0,61.4,VVS2,G,1787
0.51,Ideal,5.09,5.12,3.2,55.0,62.7,VS2,D,1787
0.51,Very Good,5.16,5.19,3.13,60.0,60.5,VS2,D,1787
0.51,Very Good,5.12,5.16,3.14,59.0,61.1,VS2,D,1787
0.51,Ideal,5.15,5.18,3.19,55.0,61.8,VS2,D,1787
0.51,Ideal,5.1,5.16,3.17,55.0,61.8,VS2,D,1787
0.51,Ideal,5.11,5.14,3.17,56.0,61.9,VS2,D,1787
0.51,Ideal,5.12,5.19,3.21,55.0,62.3,VS2,D,1787
0.51,Ideal,5.09,5.12,3.18,57.0,62.3,VS2,D,1787
0.3,Excellent,4.3,4.33,2.65,59.0,61.4,VS1,H,526
0.3,Very Good,4.24,4.25,2.64,60.0,62.2,VS2,G,526
0.3,Ideal,4.27,4.3,2.64,55.0,61.6,VS1,H,526
0.3,Excellent,4.27,4.34,2.69,58.0,62.5,VS1,H,526
0.3,Excellent,4.23,4.29,2.65,60.0,62.2,VS1,H,526
0.3,Excellent,4.26,4.3,2.68,59.0,62.6,VS1,H,526
0.3,Excellent,4.36,4.38,2.62,60.0,60.0,SI1,E,526
0.3,Ideal,4.28,4.3,2.67,57.0,62.2,VS1,H,526
0.3,Ideal,4.28,4.33,2.64,56.0,61.3,VS2,G,526
0.3,Very Good,4.35,4.37,2.64,56.0,60.6,SI1,E,526
0.3,Ideal,4.25,4.3,2.68,55.0,62.7,VS1,H,526
0.3,Very Good,4.25,4.3,2.69,56.0,62.9,SI1,E,526
0.3,Good,4.24,4.28,2.69,57.0,63.1,VS2,G,526
0.3,Very Good,4.24,4.31,2.69,56.0,62.9,SI1,E,526
0.3,Very Good,4.24,4.28,2.67,60.0,62.7,SI1,E,526
0.3,Good,4.21,4.27,2.7,59.0,63.7,SI1,E,526
0.3,Ideal,4.28,4.3,2.63,56.0,61.3,VS2,G,526
0.3,Good,4.24,4.27,2.71,58.0,63.7,SI1,E,526
0.3,Excellent,4.28,4.37,2.67,58.0,61.7,VVS2,I,526
0.3,Good,4.27,4.3,2.71,56.0,63.2,SI1,E,526
0.3,Very Good,4.28,4.31,2.58,63.0,60.1,VVS2,I,526
0.3,Very Good,4.25,4.3,2.69,57.0,62.9,SI1,E,526
0.3,Excellent,4.24,4.28,2.61,60.0,61.3,SI1,E,526
0.4,Very Good,4.76,4.79,2.93,58.0,61.4,SI1,J,526
0.3,Excellent,4.3,4.34,2.62,58.0,60.6,SI1,E,526
0.3,Very Good,4.27,4.29,2.66,60.0,62.1,SI1,E,526
0.3,Very Good,4.31,4.34,2.63,61.0,60.8,VS2,G,526
0.3,Very Good,4.27,4.33,2.66,58.0,61.9,SI1,E,526
0.3,Good,4.22,4.25,2.68,57.0,63.3,VS1,H,526
0.51,Excellent,5.18,5.24,3.11,58.0,59.7,VS2,D,1787
0.51,Ideal,5.11,5.14,3.15,57.0,61.5,VS2,D,1787
0.51,Ideal,5.09,5.15,3.17,57.0,61.9,VS2,D,1787
0.51,Ideal,5.11,5.13,3.17,57.0,61.9,VS2,D,1787
0.51,Ideal,5.16,5.18,3.16,55.0,61.2,VS2,D,1787
0.51,Ideal,5.11,5.14,3.16,55.0,61.7,VS2,D,1787
0.51,Ideal,5.11,5.16,3.19,56.0,62.1,VS2,D,1787
0.51,Ideal,5.15,5.17,3.18,56.0,61.6,VS2,D,1787
0.51,Ideal,5.11,5.14,3.2,55.0,62.4,VS2,D,1787
0.51,Ideal,5.13,5.18,3.17,55.0,61.5,VS2,D,1787
0.51,Ideal,5.11,5.13,3.17,55.0,61.9,VS2,D,1787
0.51,Ideal,5.13,5.17,3.15,55.0,61.2,VS2,D,1787
0.51,Ideal,5.16,5.19,3.15,56.0,60.9,VS2,D,1787
0.56,Ideal,5.25,5.3,3.31,56.0,62.7,VS1,F,1787
0.56,Ideal,5.26,5.3,3.29,55.0,62.3,VVS1,H,1787
0.97,Fair,6.26,6.05,4.22,54.0,68.5,I1,F,1787
0.7,Very Good,5.64,5.67,3.49,59.0,61.7,SI2,J,1788
0.72,Very Good,5.79,5.82,3.49,58.0,60.1,SI2,J,1788
0.71,Good,5.54,5.61,3.49,63.0,62.6,SI1,I,1788
0.57,Fair,5.23,5.19,3.36,61.0,64.5,VS1,F,1788
0.59,Very Good,5.39,5.43,3.37,55.0,62.3,VS2,E,1789
0.59,Ideal,5.38,5.42,3.32,56.0,61.5,VS2,E,1789
0.59,Ideal,5.38,5.32,3.35,54.0,62.6,VS2,G,1789
0.59,Excellent,5.43,5.4,3.31,57.0,61.1,VS2,G,1789
0.59,Excellent,5.39,5.33,3.31,60.0,61.8,SI1,E,1789
0.59,Ideal,5.39,5.34,3.35,55.0,62.4,SI1,E,1789
0.59,Ideal,5.39,5.36,3.3,56.0,61.4,SI1,E,1789
0.59,Ideal,5.4,5.37,3.34,55.0,62.0,SI1,E,1789
0.59,Ideal,5.36,5.33,3.36,57.0,62.9,SI1,E,1789
0.99,Fair,6.01,5.8,4.35,60.0,73.6,I1,J,1789
0.58,Very Good,5.31,5.35,3.36,57.0,63.0,VVS1,I,1790
0.7,Ideal,5.67,5.71,3.57,56.0,62.7,VVS2,J,1790
0.7,Good,5.58,5.66,3.53,57.0,62.8,SI2,H,1790
0.7,Good,5.59,5.65,3.53,59.0,62.8,SI1,I,1790
0.7,Ideal,5.72,5.75,3.52,57.0,61.3,SI1,I,1790
0.7,Very Good,5.82,5.79,3.38,63.0,58.2,SI2,G,1790
0.59,Ideal,5.38,5.44,3.31,56.0,61.1,SI1,E,1790
0.58,Ideal,5.37,5.33,3.32,56.0,62.1,VS2,F,1790
0.58,Ideal,5.37,5.33,3.32,55.0,62.1,VS2,F,1790
0.52,Ideal,5.21,5.17,3.2,55.0,61.7,VS1,H,1790
0.5,Very Good,4.98,5.02,3.15,58.0,63.0,VVS2,G,1791
0.53,Ideal,5.21,5.23,3.21,57.0,61.5,VS1,G,1791
0.56,Ideal,5.3,5.26,3.29,57.0,62.3,VS1,E,1791
0.56,Ideal,5.37,5.32,3.25,55.0,60.8,VS1,E,1791
0.48,Ideal,5.03,5.08,3.13,55.0,61.9,IF,G,1791
0.5,Good,5.06,5.02,3.23,56.0,64.1,VVS2,G,1791
0.5,Fair,5.02,4.96,3.14,67.0,62.9,VVS2,G,1791
0.56,Ideal,5.29,5.32,3.26,57.0,61.5,VS2,E,1792
0.5,Ideal,5.1,5.14,3.17,54.0,61.9,VS1,D,1792
0.5,Fair,4.92,5.03,3.28,64.0,65.9,VVS1,D,1792
0.55,Excellent,5.36,5.32,3.17,62.0,59.4,VS1,G,1792
0.55,Ideal,5.28,5.25,3.23,57.0,61.3,VS1,G,1792
0.55,Ideal,5.32,5.26,3.25,56.0,61.4,VS2,E,1792
0.55,Ideal,5.34,5.27,3.28,57.0,61.8,VS2,E,1792
0.7,Fair,5.65,5.59,3.64,57.0,64.8,SI2,F,1792
0.77,Excellent,5.86,5.8,3.63,58.0,62.3,VS2,J,1792
0.7,Excellent,5.75,5.72,3.51,59.0,61.2,SI2,F,1792
0.7,Very Good,5.66,5.61,3.56,59.0,63.2,SI2,F,1792
0.7,Good,5.58,5.53,3.56,58.0,64.1,SI2,F,1792
0.52,Ideal,5.15,5.11,3.21,57.0,62.6,VS1,E,1793
0.52,Ideal,5.16,5.11,3.21,56.0,62.5,VS1,E,1793
0.59,Ideal,5.45,5.49,3.32,56.0,60.7,SI1,E,1793
0.59,Ideal,5.36,5.4,3.3,59.0,61.3,SI1,D,1793
0.6,Good,5.31,5.38,3.43,57.0,64.3,VS2,G,1793
0.6,Good,5.45,5.5,3.27,61.9,59.8,VS2,G,1793
0.7,Good,5.85,5.9,3.34,61.0,56.9,SI2,E,1793
0.61,Good,5.4,5.44,3.32,61.0,61.3,SI1,E,1793
0.52,Excellent,5.18,5.14,3.18,58.0,61.6,VS1,E,1793
0.51,Very Good,5.13,5.08,3.22,58.0,63.1,VS2,D,1793
0.51,Very Good,5.1,5.07,3.23,56.0,63.5,VS2,D,1793
0.51,Very Good,5.1,5.04,3.22,56.0,63.5,VS2,D,1793
0.61,Excellent,5.53,5.44,3.27,61.0,59.6,VS1,H,1793
0.52,Very Good,5.15,5.19,3.2,57.0,62.0,VVS2,G,1794
0.51,Ideal,5.08,5.13,3.18,55.5,62.1,VVS2,G,1794
0.58,Excellent,5.38,5.33,3.3,59.0,61.6,SI1,E,1794
0.47,Very Good,5.07,5.09,3.06,59.0,60.0,VS1,D,1795
0.5,Good,5.02,5.06,3.24,54.0,64.3,VS1,D,1795
0.7,Very Good,5.64,5.68,3.53,58.0,62.4,SI2,I,1795
0.7,Very Good,5.73,5.79,3.43,58.0,59.5,SI2,I,1795
0.6,Ideal,5.4,5.45,3.37,56.0,62.1,VS2,G,1795
0.51,Ideal,5.13,5.16,3.15,57.0,61.2,VS2,E,1795
0.55,Very Good,5.2,5.25,3.25,60.0,62.2,VS2,D,1796
0.85,Excellent,6.24,6.14,3.69,58.0,59.6,I1,I,1796
0.53,Ideal,5.18,5.2,3.24,54.0,62.3,VVS2,G,1797
0.58,Ideal,5.4,5.43,3.28,55.0,60.6,VS2,F,1798
0.58,Ideal,5.31,5.33,3.32,57.0,62.4,VS2,F,1798
0.52,Ideal,5.17,5.19,3.2,55.0,61.8,IF,H,1798
0.72,Very Good,5.66,5.62,3.58,55.0,63.5,SI2,H,1799
0.5,Very Good,5.08,5.12,3.11,60.0,61.0,IF,H,1799
0.55,Ideal,5.27,5.29,3.29,53.0,62.3,VVS2,G,1799
0.55,Very Good,5.24,5.27,3.3,57.0,62.8,VS2,D,1799
0.54,Ideal,5.23,5.25,3.26,55.0,62.2,VS1,F,1799
0.72,Fair,5.58,5.51,3.66,60.0,66.0,SI2,H,1799
0.72,Good,5.68,5.65,3.63,58.0,64.1,SI2,H,1799
0.72,Fair,5.69,5.67,3.68,54.0,64.8,SI1,I,1799
0.6,Excellent,5.39,5.33,3.37,58.0,62.9,SI1,D,1799
0.72,Excellent,5.88,5.73,3.52,57.0,60.6,SI1,I,1799
0.51,Excellent,5.22,5.2,3.14,57.0,60.3,VS1,F,1799
0.51,Very Good,5.08,5.12,3.21,57.0,62.9,VVS1,G,1800
0.51,Good,5.08,5.1,3.24,54.0,63.7,VVS2,G,1800
0.51,Good,5.04,5.07,3.2,58.0,63.3,VVS2,G,1800
0.51,Good,5.06,5.09,3.22,57.0,63.4,VVS2,G,1800
0.61,Ideal,5.5,5.48,3.36,56.0,61.2,SI1,E,1800
0.46,Ideal,5.0,5.03,3.09,55.0,61.6,VVS1,G,1800
0.57,Ideal,5.34,5.36,3.26,56.0,60.9,VS1,H,1800
0.53,Ideal,5.18,5.2,3.19,57.0,61.4,VS1,F,1800
0.61,Excellent,5.43,5.4,3.41,58.0,63.0,VS2,G,1800
0.53,Ideal,5.22,5.2,3.22,56.0,61.8,VVS2,H,1800
0.71,Ideal,5.75,5.69,3.58,56.0,62.6,SI2,H,1800
0.65,Very Good,5.53,5.57,3.43,56.0,61.8,VVS1,I,1801
0.5,Very Good,5.07,5.11,3.1,58.0,60.9,VS1,E,1801
0.54,Ideal,5.19,5.23,3.26,57.0,62.6,VVS2,G,1801
0.57,Good,5.35,5.38,3.22,61.0,60.0,VS1,F,1801
0.7,Very Good,5.63,5.59,3.56,56.0,63.5,SI2,I,1801
0.53,Ideal,5.23,5.18,3.2,56.0,61.5,VS2,E,1801
0.53,Ideal,5.21,5.17,3.21,56.0,61.8,VS2,E,1801
0.5,Excellent,5.16,5.1,3.1,60.0,60.4,VS1,E,1801
0.52,Ideal,5.27,5.24,3.17,56.0,60.3,VS2,D,1802
0.73,Fair,5.68,5.59,3.64,60.0,64.6,VS1,J,1802
0.52,Ideal,5.19,5.21,3.22,55.0,61.9,VS2,D,1802
0.66,Excellent,5.69,5.63,3.43,58.0,60.6,SI1,F,1802
0.7,Fair,5.54,5.5,3.59,59.0,65.0,SI1,H,1803
0.52,Ideal,5.19,5.23,3.19,56.0,61.2,VS1,G,1803
0.52,Ideal,5.13,5.16,3.18,55.5,61.9,VS1,G,1803
0.56,Ideal,5.31,5.29,3.28,55.0,61.9,SI1,D,1803
0.53,Ideal,5.21,5.15,3.19,57.0,61.6,VS2,F,1803
0.59,Ideal,5.37,5.3,3.42,54.0,64.1,VS1,G,1803
0.74,Excellent,5.89,5.8,3.54,60.0,60.6,SI2,I,1803
0.5,Very Good,5.07,5.1,3.17,60.0,62.3,VS1,D,1804
0.54,Ideal,5.22,5.24,3.23,55.3,61.8,VS1,G,1804
0.61,Very Good,5.34,5.39,3.36,60.0,62.6,VS2,F,1805
0.71,Very Good,5.75,5.81,3.51,61.0,60.7,SI2,J,1805
0.55,Ideal,5.24,5.28,3.23,55.0,61.4,VS1,F,1805
0.58,Ideal,5.34,5.32,3.31,56.0,62.1,VVS1,I,1805
1.0,Fair,6.2,6.08,4.22,56.0,68.6,I1,I,1805
0.52,Very Good,5.14,5.17,3.21,59.0,62.3,VS1,E,1806
0.5,Very Good,5.19,5.22,3.07,60.0,59.0,VS1,E,1806
0.5,Very Good,5.13,5.2,3.1,60.0,60.0,VS1,E,1806
0.5,Good,5.19,5.22,3.03,61.0,58.2,VS1,E,1806
0.46,Good,5.12,5.18,2.96,58.0,57.5,IF,F,1806
0.46,Good,5.16,5.24,2.92,61.0,56.2,IF,F,1806
0.5,Very Good,5.1,5.06,3.22,57.0,63.4,VVS2,G,1806
0.5,Excellent,5.09,5.07,3.16,61.0,62.2,VVS2,G,1806
0.5,Excellent,5.1,5.07,3.16,61.0,62.1,VVS2,G,1806
0.5,Excellent,5.14,5.07,3.09,62.0,60.5,VVS2,G,1806
0.5,Good,5.05,5.0,3.21,58.0,63.9,VVS2,G,1806
0.5,Good,5.06,5.03,3.22,56.0,63.8,VVS2,G,1806
0.7,Very Good,5.63,5.57,3.53,58.0,63.1,SI2,D,1806
0.7,Good,5.63,5.56,3.56,56.0,63.6,SI2,F,1806
0.7,Excellent,5.81,5.74,3.5,57.0,60.6,SI2,F,1806
0.7,Excellent,5.79,5.76,3.48,58.0,60.3,SI2,F,1806
0.52,Ideal,5.23,5.19,3.13,62.0,60.0,VS2,F,1806
0.55,Ideal,5.28,5.26,3.25,57.0,61.7,VVS2,H,1806
0.7,Fair,5.56,5.43,3.6,57.0,65.5,SI2,D,1806
0.7,Excellent,5.75,5.72,3.43,59.0,59.8,SI2,D,1806
0.72,Excellent,5.83,5.79,3.55,59.0,61.1,SI2,F,1806
0.57,Very Good,5.29,5.27,3.28,59.0,62.1,VS2,E,1807
0.7,Very Good,5.6,5.63,3.58,59.0,63.8,SI2,H,1807
0.77,Very Good,5.86,5.89,3.66,58.0,62.3,SI1,J,1807
0.53,Ideal,5.25,5.21,3.18,56.0,60.9,VS2,G,1807
0.51,Excellent,5.12,5.08,3.16,59.0,62.0,VS2,D,1807
0.51,Excellent,5.09,5.05,3.18,59.0,62.7,VS2,D,1807
0.51,Excellent,5.12,5.07,3.16,60.0,62.0,VS2,D,1807
0.51,Ideal,5.16,5.13,3.16,57.0,61.4,VS2,D,1807
0.5,Excellent,5.05,5.01,3.16,58.0,62.8,VS1,D,1807
0.53,Excellent,5.23,5.26,3.16,58.0,60.2,VS2,D,1808
0.71,Excellent,5.82,5.79,3.48,59.0,59.9,SI2,G,1808
0.6,Excellent,5.43,5.4,3.3,61.0,60.9,VS2,D,1808
0.7,Fair,5.49,5.59,3.59,57.0,64.8,SI1,H,1808
0.72,Excellent,5.88,5.85,3.48,60.0,59.3,SI2,E,1808
0.5,Ideal,5.12,5.07,3.12,55.0,61.2,VS2,D,1808
0.7,Excellent,5.75,5.72,3.47,61.0,60.5,SI2,H,1808
0.96,Fair,6.21,6.0,3.68,62.0,60.1,I1,H,1808
0.96,Fair,6.13,5.96,4.08,62.0,67.4,I1,H,1808
0.62,Ideal,5.43,5.36,3.4,56.0,63.0,VS1,H,1808
0.58,Ideal,5.42,5.35,3.32,57.0,61.7,VS2,E,1809
0.58,Ideal,5.43,5.39,3.37,54.0,62.3,VS2,E,1809
0.52,Ideal,5.17,5.22,3.18,57.0,61.2,VVS1,H,1809
0.58,Ideal,5.41,5.44,3.29,56.0,60.6,VS2,F,1809
0.58,Ideal,5.43,5.47,3.3,56.0,60.6,VS2,E,1809
0.53,Ideal,5.17,5.18,3.22,56.0,62.2,VS2,D,1809
0.54,Ideal,5.22,5.25,3.23,56.0,61.7,VS1,G,1809
0.55,Ideal,5.25,5.28,3.23,57.0,61.3,VS1,F,1809
0.67,Excellent,5.65,5.63,3.46,59.0,61.3,SI1,F,1809
0.67,Ideal,5.63,5.6,3.53,54.0,62.9,SI1,G,1809
0.76,Good,5.78,5.74,3.67,57.0,63.8,SI1,J,1809
0.79,Very Good,5.83,5.77,3.68,60.0,63.4,SI2,G,1809
0.51,Ideal,5.09,5.14,3.21,53.0,62.8,VVS1,G,1810
0.51,Ideal,5.15,5.17,3.21,55.0,62.2,VS1,D,1810
0.57,Ideal,5.35,5.34,3.28,55.0,61.4,SI1,D,1810
0.58,Ideal,5.32,5.35,3.3,60.0,61.9,VS2,F,1811
0.67,Good,5.58,5.62,3.52,59.0,62.9,SI1,G,1811
0.7,Fair,5.48,5.54,3.7,55.0,67.2,VS1,H,1811
0.56,Ideal,5.35,5.33,3.26,56.0,61.1,SI1,F,1811
0.64,Excellent,5.57,5.53,3.4,58.0,61.3,SI1,E,1811
0.53,Ideal,5.16,5.21,3.22,57.0,62.1,VS1,F,1812
0.53,Ideal,5.2,5.22,3.22,56.0,61.8,VS1,F,1812
0.53,Ideal,5.17,5.22,3.23,55.0,62.2,VS1,F,1812
0.53,Ideal,5.18,5.22,3.24,55.0,62.3,VS1,F,1812
0.53,Ideal,5.15,5.2,3.21,55.0,62.0,VS1,F,1812
0.58,Excellent,5.35,5.31,3.31,58.0,62.1,SI1,E,1812
0.61,Excellent,5.51,5.48,3.3,59.0,60.1,SI1,E,1812
0.51,Excellent,5.12,5.09,3.16,62.0,61.9,VS2,D,1812
0.51,Good,5.33,5.3,3.06,62.0,57.6,VS2,E,1812
0.51,Very Good,5.22,5.16,3.11,63.0,59.9,VS1,F,1812
0.59,Very Good,5.44,5.48,3.28,57.0,60.1,VS2,F,1813
0.54,Very Good,5.24,5.25,3.2,58.0,61.0,VS1,F,1813
0.51,Ideal,5.22,5.24,3.14,56.0,60.1,VVS2,G,1813
0.5,Very Good,5.1,5.16,3.15,57.0,61.4,VVS2,G,1813
0.53,Ideal,5.19,5.22,3.2,55.0,61.5,VS1,D,1813
0.51,Good,5.24,5.3,3.06,62.0,58.1,VVS2,G,1813
0.53,Excellent,5.32,5.27,3.18,58.0,60.1,VS1,G,1813
0.53,Ideal,5.22,5.17,3.21,55.0,61.8,VS1,G,1813
0.53,Ideal,5.21,5.19,3.22,56.0,61.9,VS1,G,1813
0.53,Ideal,5.19,5.16,3.24,54.0,62.6,VS1,G,1813
0.53,Excellent,5.2,5.16,3.23,58.0,62.4,VS1,G,1813
0.53,Ideal,5.2,5.17,3.21,56.0,61.9,VS1,G,1813
0.53,Ideal,5.18,5.16,3.21,57.0,62.1,VS1,G,1813
0.53,Ideal,5.18,5.16,3.24,55.0,62.7,VS1,G,1813
0.53,Ideal,5.3,5.24,3.16,57.0,60.0,VS2,E,1813
0.53,Excellent,5.27,5.26,3.15,58.0,59.8,VS2,E,1813
0.53,Ideal,5.22,5.19,3.22,55.0,61.9,VS2,E,1813
0.53,Ideal,5.24,5.2,3.2,55.0,61.3,VS2,E,1813
0.53,Ideal,5.24,5.21,3.21,56.0,61.4,VS2,E,1813
0.53,Excellent,5.21,5.18,3.2,57.0,61.6,VS2,E,1813
0.53,Ideal,5.25,5.18,3.2,56.0,61.4,VS2,E,1813
0.53,Ideal,5.21,5.19,3.22,56.0,61.9,VS2,E,1813
0.53,Ideal,5.18,5.15,3.24,54.0,62.7,VS2,E,1813
0.53,Ideal,5.2,5.16,3.23,56.0,62.4,VS2,E,1813
0.53,Excellent,5.22,5.16,3.16,60.0,60.9,VS2,E,1813
0.53,Ideal,5.2,5.17,3.22,56.0,62.1,VS2,E,1813
0.56,Ideal,5.38,5.33,3.26,57.0,60.9,VVS2,H,1814
0.72,Ideal,5.79,5.76,3.57,55.0,61.8,SI2,H,1814
0.7,Excellent,5.71,5.66,3.47,59.0,61.0,VS2,I,1814
0.7,Ideal,5.68,5.65,3.49,57.0,61.6,SI2,G,1814
0.7,Excellent,5.58,5.56,3.48,62.0,62.5,SI2,G,1814
0.54,Excellent,5.23,5.19,3.25,55.0,62.4,VS2,F,1814
0.7,Very Good,5.61,5.51,3.52,57.0,63.3,SI2,G,1814
0.72,Excellent,5.72,5.66,3.56,58.0,62.6,VS2,J,1814
0.47,Ideal,4.99,5.02,3.11,54.0,62.1,IF,G,1814
0.7,Fair,5.53,5.48,3.64,56.0,66.1,VS2,I,1814
0.56,Ideal,5.29,5.28,3.28,57.0,62.1,VS2,F,1814
0.56,Ideal,5.32,5.29,3.27,55.0,61.6,VS2,F,1814
0.56,Excellent,5.48,5.39,3.25,57.0,59.8,VVS2,H,1814
0.56,Ideal,5.29,5.25,3.3,55.0,62.6,VS2,F,1814
0.6,Excellent,5.5,5.43,3.36,52.0,61.5,SI1,D,1814
0.56,Ideal,5.37,5.34,3.28,54.0,61.3,VS2,F,1814
0.56,Ideal,5.34,5.31,3.26,56.0,61.2,SI1,D,1814
0.56,Ideal,5.34,5.31,3.27,57.0,61.4,SI1,D,1814
0.56,Ideal,5.36,5.31,3.23,57.0,60.5,SI1,D,1814
0.56,Excellent,5.39,5.33,3.21,60.0,59.9,SI1,D,1814
0.56,Excellent,5.36,5.34,3.24,59.0,60.6,SI1,D,1814
0.56,Ideal,5.33,5.26,3.3,56.0,62.3,SI1,D,1814
0.56,Excellent,5.33,5.27,3.28,58.0,61.9,SI1,D,1814
0.56,Excellent,5.31,5.29,3.22,60.0,60.8,SI1,D,1814
0.56,Excellent,5.33,5.29,3.26,58.0,61.4,SI1,D,1814
0.56,Ideal,5.26,5.24,3.28,56.0,62.5,SI1,D,1814
0.54,Ideal,5.25,5.21,3.2,57.0,61.2,VVS1,H,1814
0.72,Very Good,5.71,5.67,3.59,62.0,63.2,SI2,I,1814
0.72,Very Good,5.77,5.7,3.63,60.0,63.2,VS2,J,1814
0.56,Fair,5.49,5.36,3.09,67.0,57.0,VS2,F,1814
0.5,Excellent,5.2,5.1,3.12,58.0,60.6,VVS2,F,1814
0.65,Very Good,5.62,5.54,3.35,63.0,60.0,SI1,F,1814
0.54,Ideal,5.31,5.27,3.22,56.0,60.9,VS1,F,1814
0.7,Excellent,5.84,5.82,3.44,60.0,59.0,SI2,G,1814
0.57,Ideal,5.34,5.38,3.3,55.0,61.6,VS1,G,1815
0.57,Ideal,5.38,5.41,3.27,57.0,60.6,VS1,G,1815
0.7,Ideal,5.69,5.73,3.54,55.0,62.0,SI1,J,1815
0.7,Ideal,5.72,5.74,3.56,54.0,62.1,SI1,J,1815
0.52,Ideal,5.15,5.11,3.2,56.0,62.4,VS1,G,1815
0.52,Very Good,5.12,5.09,3.23,55.0,63.3,VS1,G,1815
0.52,Excellent,5.21,5.17,3.2,56.0,61.7,VS1,G,1815
0.52,Ideal,5.21,5.17,3.21,55.0,61.8,VS1,G,1815
0.52,Ideal,5.19,5.15,3.16,55.0,61.1,VS1,G,1815
0.52,Excellent,5.19,5.16,3.16,58.0,61.1,VS1,G,1815
0.52,Ideal,5.22,5.16,3.16,55.0,60.9,VS1,G,1815
0.52,Ideal,5.15,5.12,3.22,57.0,62.7,VS1,G,1815
0.52,Excellent,5.16,5.13,3.21,59.0,62.4,VS1,G,1815
0.52,Excellent,5.19,5.13,3.16,60.0,61.2,VS1,G,1815
0.52,Ideal,5.16,5.14,3.21,55.0,62.3,VS1,G,1815
0.52,Ideal,5.16,5.14,3.23,56.0,62.7,VS1,G,1815
0.52,Excellent,5.11,5.08,3.19,59.0,62.6,VS1,G,1815
0.52,Excellent,5.12,5.11,3.19,60.0,62.4,VS1,G,1815
0.52,Ideal,5.27,5.2,3.2,55.0,61.1,VS2,E,1815
0.52,Ideal,5.23,5.21,3.18,57.0,60.9,VS2,E,1815
0.52,Ideal,5.27,5.25,3.13,57.0,59.5,VS2,E,1815
0.52,Ideal,5.2,5.18,3.17,57.0,61.1,VS2,E,1815
0.52,Excellent,5.21,5.17,3.13,60.0,60.3,VS2,E,1815
0.52,Excellent,5.21,5.17,3.15,58.0,60.7,VS2,E,1815
0.52,Ideal,5.19,5.17,3.2,55.0,61.8,VS2,E,1815
0.52,Excellent,5.2,5.17,3.16,57.0,60.9,VS2,E,1815
0.52,Ideal,5.19,5.14,3.2,55.0,62.0,VS2,E,1815
0.52,Excellent,5.18,5.15,3.23,56.0,62.5,VS2,E,1815
0.52,Ideal,5.21,5.16,3.2,55.0,61.7,VS2,E,1815
0.52,Ideal,5.23,5.16,3.18,56.0,61.2,VS2,E,1815
0.52,Ideal,5.16,5.12,3.18,56.0,61.9,VS2,E,1815
0.52,Excellent,5.17,5.1,3.2,57.0,62.3,VS2,E,1815
